term;document_corpus;value
storiesstories;18.txt_adboard_data;0.01911661320344533
electronic;10.txt_adboard_data;0.019810301348759076
concrete;15.txt_adboard_data;0.053819885024700115
patients;36.txt_adboard_data;0.007331106637988302
educating;36.txt_adboard_data;0.010252324694204482
changed;23.txt_adboard_data;0.05668357695177088
measuresmeasures;23.txt_adboard_data;0.009955957283389565
started;27.txt_adboard_data;0.007507080458891612
boutte;28.txt_adboard_data;0.015586178920520055
tube;36.txt_adboard_data;0.0025854881722410916
tastes;4.txt_adboard_data;0.008436941022749616
appreciation;29.txt_adboard_data;0.008717305320902131
response;13.txt_adboard_data;0.005514876079583927
might;8.txt_adboard_data;0.005631774256300875
things;13.txt_adboard_data;0.007744694431395602
settle;0.txt_adboard_data;0.016504764740908034
team;24.txt_adboard_data;0.01564827287022887
treated;36.txt_adboard_data;0.00545311610382424
nutrition;8.txt_adboard_data;0.0017779050462829772
secured;32.txt_adboard_data;0.012503609652203056
line;18.txt_adboard_data;0.007364802865773472
board;25.txt_adboard_data;0.003257309487247886
foregone;36.txt_adboard_data;0.01090623220764848
extremely;27.txt_adboard_data;0.00909092853743913
assist;24.txt_adboard_data;0.007531643060143745
clinic;22.txt_adboard_data;0.009420120242763275
replace;24.txt_adboard_data;0.0024437094548093547
time;0.txt_adboard_data;0.00594710781316342
years;8.txt_adboard_data;0.004993523376698158
referrals;10.txt_adboard_data;0.01763089170897286
phonephone;27.txt_adboard_data;0.014506140885563703
question;22.txt_adboard_data;0.002741342981486327
ways;13.txt_adboard_data;0.006196587151744546
speaking;36.txt_adboard_data;0.0044352788342795334
joinjoin;8.txt_adboard_data;0.0046148584967828305
might;34.txt_adboard_data;0.014983724596540335
sure;28.txt_adboard_data;0.003724155057785547
muchmuch;36.txt_adboard_data;0.0030897711516449447
gotten;21.txt_adboard_data;0.015219557650427493
malfunctions;30.txt_adboard_data;0.00650362883836131
crucial;4.txt_adboard_data;0.013001551427845906
peg;26.txt_adboard_data;0.009079638304900509
oceguedaocegueda;26.txt_adboard_data;0.006393544689575056
care;19.txt_adboard_data;0.01833695880008275
abbvieabbvie;30.txt_adboard_data;0.004579614322305075
well;19.txt_adboard_data;0.003615154549047572
either;34.txt_adboard_data;0.004011209737518101
expectation;17.txt_adboard_data;0.029708576533634463
specialist;25.txt_adboard_data;0.007132658150068499
group;25.txt_adboard_data;0.005992074297115235
elective;23.txt_adboard_data;0.05668357695177088
mean;20.txt_adboard_data;0.010983363222343136
msnmsn;8.txt_adboard_data;0.0028369534504998533
approved;36.txt_adboard_data;0.003417441564734827
send;16.txt_adboard_data;0.0062393504171164
luckylucky;25.txt_adboard_data;0.006294189943566624
probably;22.txt_adboard_data;0.007800145704174091
education;24.txt_adboard_data;0.005107121733665552
infusion;30.txt_adboard_data;0.004579614322305075
quantifiable;36.txt_adboard_data;0.00545311610382424
intermittentintermittent;13.txt_adboard_data;0.008799933807356181
contains;3.txt_adboard_data;0.03713572066704308
platform;39.txt_adboard_data;0.0379123271039677
contact;29.txt_adboard_data;0.005044670127178634
leonard;25.txt_adboard_data;0.019543856923487316
benefitsbenefits;8.txt_adboard_data;0.0028369534504998533
decidesdecides;19.txt_adboard_data;0.008626183662495488
yearyear;22.txt_adboard_data;0.01772588098665541
person;40.txt_adboard_data;0.021075646041151763
answer;6.txt_adboard_data;0.004176751726685515
companycompany;18.txt_adboard_data;0.009558306601722666
educator;38.txt_adboard_data;0.026252404717559324
placement;30.txt_adboard_data;0.0023041625112188045
change;14.txt_adboard_data;0.01860696755419994
would;7.txt_adboard_data;0.005534175670136075
real-time;40.txt_adboard_data;0.0277103200563703
pulling;19.txt_adboard_data;0.004313091831247744
place;16.txt_adboard_data;0.0028205551665820474
sell;1.txt_adboard_data;0.013168695272001091
lucky;25.txt_adboard_data;0.006294189943566624
tubetube;32.txt_adboard_data;0.009501595782560686
neuro;21.txt_adboard_data;0.007876281137197757
joinjoin;25.txt_adboard_data;0.005119364213804004
like;10.txt_adboard_data;0.0026233048236199525
scheduling;30.txt_adboard_data;0.003365696317821809
also;20.txt_adboard_data;0.002773582229302573
periodperiod;22.txt_adboard_data;0.008862940493327705
dnp;10.txt_adboard_data;0.019810301348759076
process;7.txt_adboard_data;0.013347281481766334
perhaps;29.txt_adboard_data;0.0033121759946250283
handhand;6.txt_adboard_data;0.011789117672077168
also;34.txt_adboard_data;0.0023254119300555112
case;20.txt_adboard_data;0.012855723037447232
platform;40.txt_adboard_data;0.019303983066699153
great;13.txt_adboard_data;0.0039014232644935696
signed;39.txt_adboard_data;0.03345560420454331
whether;23.txt_adboard_data;0.008097653850252982
freka;24.txt_adboard_data;0.006009016289165547
playplay;31.txt_adboard_data;0.005713187794929704
focused;28.txt_adboard_data;0.008619547057720063
yes;8.txt_adboard_data;0.0008774810613008182
additional;8.txt_adboard_data;0.0010779121265930192
lower;21.txt_adboard_data;0.030439115300854986
help;35.txt_adboard_data;0.0037156187803761708
communicationcommunication;31.txt_adboard_data;0.008869904296044244
implanted;36.txt_adboard_data;0.01090623220764848
quite;27.txt_adboard_data;0.006904929365816385
interacting;26.txt_adboard_data;0.009079638304900509
facilitatorfacilitator;26.txt_adboard_data;0.009079638304900509
jrjr;28.txt_adboard_data;0.013753970617423363
clinicclinic;31.txt_adboard_data;0.0032371294681080116
please;8.txt_adboard_data;0.002316802886735047
tubes;27.txt_adboard_data;0.016535003598167133
great;3.txt_adboard_data;0.008232003088081431
ie;11.txt_adboard_data;0.01573547485891656
feel;7.txt_adboard_data;0.01742787825413202
deficienciesdeficiencies;16.txt_adboard_data;0.0049779786416947825
rightright;39.txt_adboard_data;0.023558196198524305
1-hour;17.txt_adboard_data;0.0241633990891549
clinicclinic;19.txt_adboard_data;0.002443825963147744
may;1.txt_adboard_data;0.002545531181384102
idea;8.txt_adboard_data;0.01620469290434525
also;35.txt_adboard_data;0.009211776727756131
notifications;35.txt_adboard_data;0.014591424570745712
speak;16.txt_adboard_data;0.0047390399936970366
first;21.txt_adboard_data;0.014489032111877005
arise;32.txt_adboard_data;0.01016978076142883
dr;30.txt_adboard_data;0.004075792829394776
together;29.txt_adboard_data;0.009022594354348604
daily;11.txt_adboard_data;0.019275603678407905
input;14.txt_adboard_data;0.03909023228109798
thoughtsthoughts;22.txt_adboard_data;0.006240954124191404
feedback;7.txt_adboard_data;0.04088962973353729
practicespractices;16.txt_adboard_data;0.0035053080134533486
enclosed;8.txt_adboard_data;0.0056739069009997065
smith;1.txt_adboard_data;0.006268304672514165
peers;14.txt_adboard_data;0.031793946169940655
case;22.txt_adboard_data;0.004218763526608579
task;7.txt_adboard_data;0.026337390544002182
give;8.txt_adboard_data;0.0011584014433675236
female;38.txt_adboard_data;0.03676804026439909
easyeasy;24.txt_adboard_data;0.0021156632508383478
rushrush;24.txt_adboard_data;0.006009016289165547
available;33.txt_adboard_data;0.0040652747704238296
ir;22.txt_adboard_data;0.003618967755055104
barriers;0.txt_adboard_data;0.013424110605086055
follow;11.txt_adboard_data;0.01783164537517125
collaborating;25.txt_adboard_data;0.006294189943566624
find;25.txt_adboard_data;0.002769712754278766
almost;36.txt_adboard_data;0.01090623220764848
ensure;6.txt_adboard_data;0.013359581931874333
regular;26.txt_adboard_data;0.007384901922113355
newnew;8.txt_adboard_data;0.006922287745174246
attest;19.txt_adboard_data;0.004313091831247744
abbvie;30.txt_adboard_data;0.01075889156669271
team;32.txt_adboard_data;0.007235789475347132
meetingsmeetings;29.txt_adboard_data;0.005463093205597224
sent;6.txt_adboard_data;0.02876595129661298
ocegueda;31.txt_adboard_data;0.005913269530696162
possible;22.txt_adboard_data;0.005554362065833931
clinical;24.txt_adboard_data;0.0014301471825639116
phone;27.txt_adboard_data;0.015014160917783225
tend;25.txt_adboard_data;0.003257309487247886
leads;22.txt_adboard_data;0.007208651279580818
managemanage;15.txt_adboard_data;0.053819885024700115
months;22.txt_adboard_data;0.031204770620957015
changes;13.txt_adboard_data;0.019944399566542252
comments;29.txt_adboard_data;0.002522335063589317
problems;36.txt_adboard_data;0.0028220449302147617
office;9.txt_adboard_data;0.024463031811743592
busy;6.txt_adboard_data;0.02440396949176194
visits;31.txt_adboard_data;0.0040230150431326125
part;24.txt_adboard_data;0.007360910142563535
msn;31.txt_adboard_data;0.00217074919032348
definitely;8.txt_adboard_data;0.0027007821507242084
find;19.txt_adboard_data;0.003795889721311201
proceduralist;27.txt_adboard_data;0.0051393624761950675
earear;31.txt_adboard_data;0.005713187794929704
sometimes;35.txt_adboard_data;0.009284118828387694
wastewaste;5.txt_adboard_data;0.02755897637628429
neuro;34.txt_adboard_data;0.00585918474840321
schedule;30.txt_adboard_data;0.003365696317821809
surgeon;19.txt_adboard_data;0.0027029938508529817
nonenone;18.txt_adboard_data;0.008275189171000626
kitkit;9.txt_adboard_data;0.019570425449394874
confidence;28.txt_adboard_data;0.009685036214948881
qolqol;16.txt_adboard_data;0.0049779786416947825
languagelanguage;29.txt_adboard_data;0.006138403234826756
duopaduopa;23.txt_adboard_data;0.0032940091606335317
thingthing;40.txt_adboard_data;0.019303983066699153
best;15.txt_adboard_data;0.017806745172700107
like;0.txt_adboard_data;0.0015390054965237056
try;22.txt_adboard_data;0.002245783638340159
msn;36.txt_adboard_data;0.0020719338821002377
constraints;9.txt_adboard_data;0.007829220892323947
manor;31.txt_adboard_data;0.005713187794929704
percentagepercentage;21.txt_adboard_data;0.015219557650427493
nps;25.txt_adboard_data;0.0035663290750342497
use;9.txt_adboard_data;0.0034615440166177133
us;27.txt_adboard_data;0.004799474284829326
docs;27.txt_adboard_data;0.014506140885563703
tubes;36.txt_adboard_data;0.004143867764200475
like;38.txt_adboard_data;0.0017142387956328403
referrals;33.txt_adboard_data;0.0062393504171164
nmh;24.txt_adboard_data;0.0021156632508383478
customercustomer;8.txt_adboard_data;0.0028369534504998533
give;24.txt_adboard_data;0.004907273428375691
doctors;22.txt_adboard_data;0.008862940493327705
save;8.txt_adboard_data;0.0056739069009997065
glucerna;8.txt_adboard_data;0.0029363064896505008
programprogram;26.txt_adboard_data;0.003707451074249605
duopaduopa;30.txt_adboard_data;0.0021517783133385418
lack;16.txt_adboard_data;0.0028205551665820474
nursenurse;38.txt_adboard_data;0.014952598446259222
along;4.txt_adboard_data;0.021913070765666464
daily;32.txt_adboard_data;0.005105547102249456
importantly;29.txt_adboard_data;0.007090199263249677
alerts;39.txt_adboard_data;0.03345560420454331
notesnotes;22.txt_adboard_data;0.012481908248382807
different;19.txt_adboard_data;0.0015280799000068957
seen;0.txt_adboard_data;0.00510498981885676
oceguedaocegueda;27.txt_adboard_data;0.010214686632953898
much;5.txt_adboard_data;0.0011549714533320814
initiation;27.txt_adboard_data;0.011798534711501416
initiated;25.txt_adboard_data;0.004432135217010505
makes;2.txt_adboard_data;0.015014160917783225
optimal;31.txt_adboard_data;0.005713187794929704
forward;35.txt_adboard_data;0.009284118828387694
nutritionnutrition;4.txt_adboard_data;0.008436941022749616
agree;20.txt_adboard_data;0.006791232145592639
chances;23.txt_adboard_data;0.009955957283389565
speak;38.txt_adboard_data;0.026252404717559324
really;8.txt_adboard_data;0.004311648506372077
trial;2.txt_adboard_data;0.015014160917783225
another;38.txt_adboard_data;0.01617951014875715
quite;0.txt_adboard_data;0.007856275189551086
familiar;18.txt_adboard_data;0.007364802865773472
could;35.txt_adboard_data;0.0074312375607523415
shocking;40.txt_adboard_data;0.03406946850187439
removed;16.txt_adboard_data;0.004048826925126491
prescriptionsprescriptions;2.txt_adboard_data;0.029012281771127406
make;1.txt_adboard_data;0.006243678884029019
came;24.txt_adboard_data;0.0030045081445827736
justicejustice;19.txt_adboard_data;0.004313091831247744
evidence;4.txt_adboard_data;0.033747764090998465
interested;38.txt_adboard_data;0.006985084028268624
since;34.txt_adboard_data;0.004011209737518101
ok;5.txt_adboard_data;0.006889744094071073
face-to-face;1.txt_adboard_data;0.026337390544002182
interesting;18.txt_adboard_data;0.007364802865773472
best;30.txt_adboard_data;0.0021517783133385418
initial;26.txt_adboard_data;0.009397616613575807
sure;20.txt_adboard_data;0.0036564431476439913
side;16.txt_adboard_data;0.007108559990545555
beneficial;36.txt_adboard_data;0.015359528799037873
subset;8.txt_adboard_data;0.011347813801999413
partner;25.txt_adboard_data;0.011833615452124155
scheduleschedule;35.txt_adboard_data;0.03587992334980007
always;3.txt_adboard_data;0.015163474893680884
managersmanagers;6.txt_adboard_data;0.011789117672077168
redundant;35.txt_adboard_data;0.017939961674900036
support;19.txt_adboard_data;0.006239922979611202
previous;15.txt_adboard_data;0.02368305108731119
rns;32.txt_adboard_data;0.012503609652203056
used;28.txt_adboard_data;0.009745754028932869
already;1.txt_adboard_data;0.0038103359471242876
patients;13.txt_adboard_data;0.005143708654924824
reply;8.txt_adboard_data;0.0035558100925659544
smartphrasesmartphrase;16.txt_adboard_data;0.0049779786416947825
benefitbenefit;13.txt_adboard_data;0.017599867614712363
regularity;20.txt_adboard_data;0.027007796848758602
getting;39.txt_adboard_data;0.01034795233552046
ahead;23.txt_adboard_data;0.009955957283389565
hospitalhospital;23.txt_adboard_data;0.009955957283389565
standpoint;31.txt_adboard_data;0.0035804272393606417
lena;9.txt_adboard_data;0.006967897322109034
clarify;20.txt_adboard_data;0.04051169527313791
hard;27.txt_adboard_data;0.010214686632953898
specifically;8.txt_adboard_data;0.005993032340801065
already;33.txt_adboard_data;0.0028807365605604536
ideasideas;40.txt_adboard_data;0.01763130823372709
reps;9.txt_adboard_data;0.0361727531274774
peers;31.txt_adboard_data;0.018587230068580693
access;35.txt_adboard_data;0.011242887466591387
sufficient;39.txt_adboard_data;0.023558196198524305
definitely;35.txt_adboard_data;0.008539429553859876
successfully;14.txt_adboard_data;0.031793946169940655
peerspeers;31.txt_adboard_data;0.018587230068580693
none;0.txt_adboard_data;0.009351707352312033
visits;30.txt_adboard_data;0.004579614322305075
feelfeel;2.txt_adboard_data;0.016438548080235996
form;25.txt_adboard_data;0.0029960371485576176
avram;30.txt_adboard_data;0.0028618748249115097
completely;24.txt_adboard_data;0.0021156632508383478
karl;24.txt_adboard_data;0.00570787610724216
delaysdelays;36.txt_adboard_data;0.0044352788342795334
day;39.txt_adboard_data;0.011852944089242678
tastetaste;5.txt_adboard_data;0.0048515023711246715
formform;26.txt_adboard_data;0.007384901922113355
pas;0.txt_adboard_data;0.013424110605086055
similar;25.txt_adboard_data;0.002769712754278766
knowing;31.txt_adboard_data;0.005713187794929704
relay;18.txt_adboard_data;0.01175181033767186
seems;24.txt_adboard_data;0.004290441547691734
thanks;36.txt_adboard_data;0.0033733412899934535
30-60;20.txt_adboard_data;0.010983363222343136
care;38.txt_adboard_data;0.006513251454979887
meeting;9.txt_adboard_data;0.009785212724697437
solicit;8.txt_adboard_data;0.0056739069009997065
either;27.txt_adboard_data;0.010278724952390135
call;26.txt_adboard_data;0.009397616613575807
referrals;0.txt_adboard_data;0.010343456469264076
us;21.txt_adboard_data;0.0050355140037553585
others;32.txt_adboard_data;0.004429888194969486
said;8.txt_adboard_data;0.0046148584967828305
familial;19.txt_adboard_data;0.004313091831247744
placementplacement;24.txt_adboard_data;0.002860294365127823
deal;29.txt_adboard_data;0.010926186411194447
caloriecalorie;11.txt_adboard_data;0.01573547485891656
neurologistsneurologists;26.txt_adboard_data;0.0051445822842792355
harold;23.txt_adboard_data;0.005641110333164095
complained;22.txt_adboard_data;0.01772588098665541
titrationtitration;26.txt_adboard_data;0.006393544689575056
twice;26.txt_adboard_data;0.009079638304900509
regarding;36.txt_adboard_data;0.0018042076606700549
troubleshoot;24.txt_adboard_data;0.0021156632508383478
could;29.txt_adboard_data;0.005416430193928644
nonenone;0.txt_adboard_data;0.011622043457938658
introducing;39.txt_adboard_data;0.03345560420454331
contact;32.txt_adboard_data;0.003617894737673566
writing;36.txt_adboard_data;0.0044352788342795334
either;1.txt_adboard_data;0.013996561637297204
customer;7.txt_adboard_data;0.02142145309322243
sure;36.txt_adboard_data;0.004429611742740518
help;18.txt_adboard_data;0.004867930933783971
actact;3.txt_adboard_data;0.03713572066704308
doubt;19.txt_adboard_data;0.008626183662495488
practically;21.txt_adboard_data;0.015219557650427493
well;0.txt_adboard_data;0.002766798281537742
companiescompanies;12.txt_adboard_data;0.01923370004615221
generation;10.txt_adboard_data;0.02288200671321487
although;8.txt_adboard_data;0.0017779050462829772
creamy;5.txt_adboard_data;0.02755897637628429
increases;9.txt_adboard_data;0.0180863765637387
emailemail;1.txt_adboard_data;0.026337390544002182
medical;16.txt_adboard_data;0.0028205551665820474
quick;24.txt_adboard_data;0.003109729122129859
heads;6.txt_adboard_data;0.01917730086440865
resources;8.txt_adboard_data;0.0037451425325236184
providing;7.txt_adboard_data;0.014922937264327711
need;26.txt_adboard_data;0.0020127146914624525
referralsreferrals;33.txt_adboard_data;0.007010616026906697
covid;20.txt_adboard_data;0.008462828020306972
holly;8.txt_adboard_data;0.0023074292483914152
specific;32.txt_adboard_data;0.015469666117747756
clinicclinic;21.txt_adboard_data;0.008623500632254949
remaining;19.txt_adboard_data;0.004313091831247744
thoughtsthoughts;2.txt_adboard_data;0.020429373265907796
helpful;33.txt_adboard_data;0.007698013867563719
need;28.txt_adboard_data;0.006097780065245505
major;31.txt_adboard_data;0.004646807517145173
outcomes;24.txt_adboard_data;0.0042313265016766955
alternate;30.txt_adboard_data;0.00650362883836131
consistent;34.txt_adboard_data;0.007972438347671336
step;25.txt_adboard_data;0.004432135217010505
duopa;20.txt_adboard_data;0.009731630966994689
speak;18.txt_adboard_data;0.005593866828003147
ir;26.txt_adboard_data;0.003707451074249605
components;11.txt_adboard_data;0.01279841053451001
complete;0.txt_adboard_data;0.006271053216490054
stayed;20.txt_adboard_data;0.013503898424379301
peoplepeople;33.txt_adboard_data;0.012195824311271489
less;18.txt_adboard_data;0.004465148650981842
process;26.txt_adboard_data;0.009202771095007596
buy;8.txt_adboard_data;0.010667430277697863
procedure;29.txt_adboard_data;0.002208881090292316
meetings;35.txt_adboard_data;0.011242887466591387
houghtonhoughton;24.txt_adboard_data;0.009774837819237419
proceduralist;24.txt_adboard_data;0.0010644634254902406
included;28.txt_adboard_data;0.007793089460260028
inappropriately;18.txt_adboard_data;0.01175181033767186
come;34.txt_adboard_data;0.008603579107989402
needsneeds;10.txt_adboard_data;0.019810301348759076
productproduct;7.txt_adboard_data;0.010006999813547957
back;27.txt_adboard_data;0.0051393624761950675
excellent;27.txt_adboard_data;0.007507080458891612
surgical;27.txt_adboard_data;0.007507080458891612
doc;28.txt_adboard_data;0.013753970617423363
teamteam;31.txt_adboard_data;0.00868299676129392
fewer;2.txt_adboard_data;0.029012281771127406
frequent;20.txt_adboard_data;0.016925656040613943
reposition;27.txt_adboard_data;0.011798534711501416
1-pager;33.txt_adboard_data;0.01991191456677913
plate;11.txt_adboard_data;0.01573547485891656
seek;36.txt_adboard_data;0.0044352788342795334
way;8.txt_adboard_data;0.0020102013657844727
reinforcereinforce;28.txt_adboard_data;0.013753970617423363
vary;22.txt_adboard_data;0.008862940493327705
dm;12.txt_adboard_data;0.030690678237225686
home;9.txt_adboard_data;0.006967897322109034
professional;7.txt_adboard_data;0.016505515642442674
cases;21.txt_adboard_data;0.009538023383542694
fear;23.txt_adboard_data;0.0062393504171164
getting;27.txt_adboard_data;0.004486807457979574
pa-c;36.txt_adboard_data;0.0019319776709338285
gn;30.txt_adboard_data;0.00650362883836131
low;8.txt_adboard_data;0.0029363064896505008
additionaddition;24.txt_adboard_data;0.0042313265016766955
another;19.txt_adboard_data;0.007591779442622402
thankthank;33.txt_adboard_data;0.008097653850252982
basicsbasics;24.txt_adboard_data;0.0048874189096187095
interaction;26.txt_adboard_data;0.009079638304900509
lose;10.txt_adboard_data;0.019810301348759076
placement;36.txt_adboard_data;0.0019319776709338285
works;36.txt_adboard_data;0.0030897711516449447
related;35.txt_adboard_data;0.011242887466591387
likely;7.txt_adboard_data;0.01253660934502833
large;18.txt_adboard_data;0.01175181033767186
pointspoints;24.txt_adboard_data;0.006009016289165547
natural;24.txt_adboard_data;0.0024437094548093547
comfortable;3.txt_adboard_data;0.017676619176489945
jessicajessica;25.txt_adboard_data;0.005992074297115235
neurologist;28.txt_adboard_data;0.013093791982585146
maybe;11.txt_adboard_data;0.022470278614182135
postoperatively;30.txt_adboard_data;0.00650362883836131
apomorphine;30.txt_adboard_data;0.01300725767672262
productproduct;0.txt_adboard_data;0.006271053216490054
packetspackets;32.txt_adboard_data;0.012503609652203056
scheduled;30.txt_adboard_data;0.004579614322305075
sort;0.txt_adboard_data;0.013424110605086055
able;36.txt_adboard_data;0.0020719338821002377
concern;23.txt_adboard_data;0.009955957283389565
coupon;8.txt_adboard_data;0.02553258105449868
waterwater;6.txt_adboard_data;0.023578235344154336
platformplatform;17.txt_adboard_data;0.04183935644857917
challengeschallenges;24.txt_adboard_data;0.0021156632508383478
directions;12.txt_adboard_data;0.024962189141688948
visitvisit;1.txt_adboard_data;0.02142145309322243
department;31.txt_adboard_data;0.005713187794929704
therapiestherapies;21.txt_adboard_data;0.008623500632254949
could;7.txt_adboard_data;0.010909689184934289
last;11.txt_adboard_data;0.01573547485891656
professional;0.txt_adboard_data;0.010343456469264076
reason;31.txt_adboard_data;0.01609206017253045
tried;22.txt_adboard_data;0.004586664910444517
big;19.txt_adboard_data;0.003037119370541461
estimate;21.txt_adboard_data;0.03215114481192047
expand;16.txt_adboard_data;0.007010616026906697
placing;27.txt_adboard_data;0.008219274040117998
one;28.txt_adboard_data;0.0026586659005567287
thanks;25.txt_adboard_data;0.0019468181512589339
promotional;36.txt_adboard_data;0.0044352788342795334
communicationcommunication;34.txt_adboard_data;0.00585918474840321
personalized;9.txt_adboard_data;0.02223695848325933
like;26.txt_adboard_data;0.0008466411655692757
smoothly;31.txt_adboard_data;0.011426375589859409
ashlyn;13.txt_adboard_data;0.0033435710277494365
communicates;25.txt_adboard_data;0.006294189943566624
wayway;36.txt_adboard_data;0.017087207823674136
remindremind;8.txt_adboard_data;0.0028369534504998533
gen;21.txt_adboard_data;0.015219557650427493
amount;30.txt_adboard_data;0.00650362883836131
jessica;36.txt_adboard_data;0.0019319776709338285
answer;15.txt_adboard_data;0.019067779621825178
replacement;6.txt_adboard_data;0.016602919225626653
efficientefficient;36.txt_adboard_data;0.00545311610382424
delayed;16.txt_adboard_data;0.004048826925126491
spreadspread;23.txt_adboard_data;0.009955957283389565
thank;21.txt_adboard_data;0.007244516055938502
etc;4.txt_adboard_data;0.003675074843312674
smooth;25.txt_adboard_data;0.010698987225102749
may;29.txt_adboard_data;0.003370139873945149
chain;8.txt_adboard_data;0.0056739069009997065
touch;17.txt_adboard_data;0.01683307323416166
resources;32.txt_adboard_data;0.011004245959760753
karlkarl;29.txt_adboard_data;0.004149441121241771
good;20.txt_adboard_data;0.0021021012755460295
forward;16.txt_adboard_data;0.0025761562968850574
interacts;26.txt_adboard_data;0.009079638304900509
commentscomments;9.txt_adboard_data;0.007357277945606632
npnp;14.txt_adboard_data;0.02752589240038103
much;11.txt_adboard_data;0.0052756746893728125
duoconnect;25.txt_adboard_data;0.008988111445672853
useful;27.txt_adboard_data;0.007507080458891612
surgery;30.txt_adboard_data;0.011447499299646039
explain;5.txt_adboard_data;0.005603756746093437
pa;9.txt_adboard_data;0.0042245118973361145
sign;26.txt_adboard_data;0.004321911779092896
sandeep;20.txt_adboard_data;0.006988409445368192
less;23.txt_adboard_data;0.0037828069000275123
simple;10.txt_adboard_data;0.010689295255380774
side;31.txt_adboard_data;0.008158439619918438
resource;38.txt_adboard_data;0.00951392374988244
frequent;30.txt_adboard_data;0.004075792829394776
commuicationcommuication;31.txt_adboard_data;0.005713187794929704
leonard;36.txt_adboard_data;0.0028220449302147617
medications;36.txt_adboard_data;0.006179542303289889
procedure;36.txt_adboard_data;0.005527068102581654
reviewreview;11.txt_adboard_data;0.01573547485891656
sandwich;8.txt_adboard_data;0.0056739069009997065
differentdifferent;34.txt_adboard_data;0.009208612457757203
abbvie;35.txt_adboard_data;0.005935581724233368
cook;20.txt_adboard_data;0.021966726444686273
based;23.txt_adboard_data;0.0030794174510530054
teamteam;28.txt_adboard_data;0.010451755360816757
average;16.txt_adboard_data;0.0035053080134533486
providers;4.txt_adboard_data;0.005617440589955853
making;30.txt_adboard_data;0.004075792829394776
visitsvisits;30.txt_adboard_data;0.004579614322305075
suresure;19.txt_adboard_data;0.0016387769729503624
much;6.txt_adboard_data;0.005928853460438019
perceived;8.txt_adboard_data;0.005993032340801065
insights;16.txt_adboard_data;0.010515924040360046
see;1.txt_adboard_data;0.0014813304989360948
board;35.txt_adboard_data;0.027852356485163085
tube;33.txt_adboard_data;0.004720422105351698
together;25.txt_adboard_data;0.006514618974495772
kick;39.txt_adboard_data;0.03345560420454331
samples;5.txt_adboard_data;0.010696545069441109
glucometers;12.txt_adboard_data;0.030690678237225686
better;32.txt_adboard_data;0.003617894737673566
program;26.txt_adboard_data;0.0030040719240007514
room;6.txt_adboard_data;0.009588650432204325
commentscomments;36.txt_adboard_data;0.01082524596402033
speed;25.txt_adboard_data;0.015358092641412012
samplessamples;9.txt_adboard_data;0.03131688356929579
practitioners;31.txt_adboard_data;0.002956634765348081
less;19.txt_adboard_data;0.003277553945900725
causecause;23.txt_adboard_data;0.009955957283389565
see;40.txt_adboard_data;0.0038324330339447594
therapy;31.txt_adboard_data;0.0037805089751270994
extra;16.txt_adboard_data;0.0124787008342328
tailor;12.txt_adboard_data;0.030690678237225686
communicationscommunications;26.txt_adboard_data;0.007384901922113355
intuitive;35.txt_adboard_data;0.014591424570745712
work;26.txt_adboard_data;0.0032168136770316315
admissionadmission;19.txt_adboard_data;0.003508042841050363
contact;30.txt_adboard_data;0.0018818121490175991
greatly;36.txt_adboard_data;0.0038398821997594683
evidenceevidence;9.txt_adboard_data;0.00904318828186935
support;31.txt_adboard_data;0.004959298786564843
kindkind;33.txt_adboard_data;0.009955957283389565
natural;25.txt_adboard_data;0.005119364213804004
patientspatients;19.txt_adboard_data;0.009795721830590146
show;29.txt_adboard_data;0.005463093205597224
script;33.txt_adboard_data;0.005641110333164095
picture;25.txt_adboard_data;0.006294189943566624
helpful;18.txt_adboard_data;0.015901514405228537
needed;31.txt_adboard_data;0.005913269530696162
much;13.txt_adboard_data;0.00442556597165397
beginning;27.txt_adboard_data;0.008219274040117998
rn;11.txt_adboard_data;0.005206209393713167
far;36.txt_adboard_data;0.006179542303289889
tubestubes;31.txt_adboard_data;0.007542140884728333
fixing;31.txt_adboard_data;0.005713187794929704
worked;26.txt_adboard_data;0.006393544689575056
fillfill;6.txt_adboard_data;0.009588650432204325
office;22.txt_adboard_data;0.0039000728520870455
guiding;23.txt_adboard_data;0.009955957283389565
medication;24.txt_adboard_data;0.004664593683194788
dbs;16.txt_adboard_data;0.0017636418148873154
ago;29.txt_adboard_data;0.017434610641804262
know;34.txt_adboard_data;0.00752927111714765
yearsyears;30.txt_adboard_data;0.003365696317821809
suspect;19.txt_adboard_data;0.004313091831247744
try;8.txt_adboard_data;0.006469709778594911
examplesexamples;16.txt_adboard_data;0.008097653850252982
managing;24.txt_adboard_data;0.0017023739112218507
thakkarthakkar;24.txt_adboard_data;0.007531643060143745
hoag;34.txt_adboard_data;0.011321866057025329
resolve;39.txt_adboard_data;0.03345560420454331
prescriptions;2.txt_adboard_data;0.029012281771127406
tremor;18.txt_adboard_data;0.01175181033767186
important;34.txt_adboard_data;0.004623010638317343
good;39.txt_adboard_data;0.005207908565541965
informational;32.txt_adboard_data;0.012503609652203056
jessica;29.txt_adboard_data;0.006176886356365903
egd;31.txt_adboard_data;0.005713187794929704
excellent;26.txt_adboard_data;0.004698808306787904
discussions;32.txt_adboard_data;0.012503609652203056
resources;38.txt_adboard_data;0.01617951014875715
interesting;30.txt_adboard_data;0.004075792829394776
