Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Enrollment,N,2,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, about ___% of patients enrolled never start Duopa treatment.",,,"I'll have to defer to Tom Davis on this one.  I'm pretty sure that practically ALL the patients that see us in Gen Surg clinic eventually go on to get there PEG-J tube placed.  The only one I can think of who didn't was a recent patient who had previously had a Gastric Bypass, and would have this required a modified (laparoscopic) placement of her tube.  Since this would represent a significantly more invasive procedure, I had her go through a Duopa trial with the nasojejunal tube first.  The patient felt that she didn't get much benefit from the medication, so she decided not to proceed with permanent tube placement.  I can't think of any other patients that I've seen who have not ultimately gotten the PEG-J placed.",,,12/6/20 19:09
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Enrollment,N,2,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, about ___% of patients enrolled never start Duopa treatment.",,,Probably about 40%,,,12/2/20 10:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Enrollment,N,2,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, about ___% of patients enrolled never start Duopa treatment.",,,10-15 %. We have asked patients to only move forward and enroll once they are confident in the idea of the PEG-J tube and Duopa therapy which I think keeps this % typically lower. Our surgeon does a great job of instilling confidence in patients based on outcomes from prior cases. I wish patients would be able to only enroll and start the auth process only after they see both the surgeon and neurologist. Having the neurologist enroll them first before seeing the proceduralist will affect this number.,,,12/4/20 18:32
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Enrollment,N,2,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, about ___% of patients enrolled never start Duopa treatment.",,,"I think less than 20% is a reasonable estimate.
With Covid it may have been higher than usual, as patients like to stay away form the hospital.
To answer Brad Durbin ways to bring that down could be as Sandeep Thakkar, D.O. suggested, and prescribe only after Neuro and GI have both seen and reassured the patient. I usually don't do that because by the time they come and see me for interventional therapies they want something done and I don't want to delay the process. But it may be a good practice when one discovers trepidation on the patien's side.",,,12/7/20 7:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,30-60,,,12/10/20 8:01
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,I would say it is usually in the 30 day range.  I believe they are often evaluated by surgery prior to med approval.  Our surgeon would know better. None of our patients have ever complained about the wait.,,,12/2/20 11:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,The average time it takes between the initial consultation with me until the PEG-J is placed is (at best) usually 30-60 days. This seems to vary considerably based on insurance and also how aggressive the patient is about proceeding.,,,12/2/20 10:44
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"I would agree with Leo, it is likely 1-2 months from signing the script to the PEG-J procedure. The usual delay is the patient having second thoughts.",,,12/3/20 8:46
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"Douglas Varian I do think it has sped up, likely because we are familiar (with the help of Dayanna Ocegueda) with what insurance companies require so we write what is required in our notes initially. In the past we would often times have to update our notes and resubmit which would prolong the process.","Hi Jessica &amp; others - Has the time frame of clearance sped up over the years of prescribing Duopa?  If so, any particular reason you think?",Douglas Varian,12/4/20 7:36
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,It depends. Sometimes it can be as quick as 6 weeks depending on the availability of the GI doctors and how quick we can get through the insurance verification process. Or it can take up to 2 months or more if we are having difficulty with  patient's having second thoughts or with facilities approving the drug for patients.,,,12/9/20 9:34
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,4 to 6 weeks. This includes getting a Interventional Radiology Clinic consultation and then setting up the procedure with anesthesia in the IR lab. There is potential if clinically necessary to ' truncate' this time.,,,12/4/20 11:31
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,It appears that the time frame is pretty consistent in most of the practices. ~ 4-8 weeks. Good to know that we are in the middle.,,,12/11/20 17:07
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"Thanks Tom Davis, that probably sounds about right.  We usually try to get the patients in an seen by one of our Clinic NPs as soon as we are made aware of the patient's Duopa eligibility and/or decision to proceed with the medication.  That way we can get them scheduled for the OR as quickly as possible.  There can often be a 2-4 week time frame from their clinic visit to their procedure in the OR, depending on my operative availability.",I would say it is usually in the 30 day range.  I believe they are often evaluated by surgery prior to med approval.  Our surgeon would know better. None of our patients have ever complained about the wait.,Tom Davis,12/6/20 19:03
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"If the patient is ready to proceed with the PEG-J procedure, then typically 30-45 days. Pt readiness to proceed with Duopa often leads to delays in scheduling the GI consult and/or the PEG-J procedure, and in this case I have had some patients wait 6 months to a year before proceeding with Duopa (after already being cleared to ship)",,,12/2/20 10:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"14 days to indefinite....I agree with all of you on this question. A few patients have been quite motivated and get into our amazing surgeon's Caitlin Houghton, MD office, and are ready to go with a scheduled procedure date just over 2 weeks.  We have patients only sign for clearance of the Duopa script only if there is a reasonable timeline and motivation to have it done, and that has allowed most of our patients to have the procedure done in a month. However, there is a range from 30 days to 60 days based on insurance authorizing the procedure and second thoughts about the procedure from patients that delay this timetable. We have however many patients that were so motivated and decided to hold off for a time period, and have come back to it a year later.",,,12/4/20 18:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"Hi Jessica &amp; others - Has the time frame of clearance sped up over the years of prescribing Duopa?  If so, any particular reason you think?","I would agree with Leo, it is likely 1-2 months from signing the script to the PEG-J procedure. The usual delay is the patient having second thoughts.","Jessica Karl, PhD, PA-C",12/4/20 5:59
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Enrollment,N,1,"Fill in the blanks for your estimates of the following types of data in the Duopa enrollment process.<br />
<br />
Within your Duopa Treatment Team, the average time from clearance of a Duopa script for shipment to PEG-J procedure is ___ days.",,,"Not sure what 'clearance of a Duopa script means', but assume it is when we sent out the script; from there until PEG-J it is probably 2 months. That is IF I did not forget to write in the chart what different medications have been tried in the past, or other details.",,,12/3/20 7:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"The largest issue has been the ability to schedule ""elective"" admission for tube placement. I have been able to get around this since I admit them post-procedure for observation which is allowed and that has been able to keep our work-flow relatively steady without too much obstruction, but patient's fears regarding hospitalization play a part in this as well.",,,12/10/20 8:18
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"This is very interesting. In my experience, patient who opt for DBS over Duopa are much more likely to go ahead with surgery now rather than wait until the pandemic is over.  I think the DBS patients are generally less concerned about risk. It has not changed the way I talk to patients.  I think elective surgery is  no more risky than going to the grocery store.",,,12/3/20 6:43
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"I have not changed the way I talk to patients about the procedures, but I do warn them that the typical timeline is likely to be prolonged during the pandemic.",,,12/2/20 10:53
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,I agree with the previous comments and have not changed my practices.  I do assure people who may be hesitant that precautions are in place.  Every patient is covid tested prior to procedures.,,,12/3/20 16:46
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,I haven't changed my view of elective procedures but certain patients have voiced their concern and preference to wait until the pandemic is over/calmed down.,,,12/3/20 11:59
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,I think it just depends on the patient and what they are comfortable with.,,,12/9/20 12:24
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"We have a mandate with the second bad phase of the virus, to not schedule elective procedures that could potentially lead to a hosptial observation. So far we have not had any patients with the Duopa Tube placement who may have needed immediate post procedure hospitalization. 

Yes we do counsel them regarding the hospital COVID-19 POLICIES and they also have to get a COVID-19 PCR test within 72 hours of the procedure, that needs to be resulted &lt;72 hours. Just like if you are trying to hop on a plane to go to Hawaii from the northwest or the west coast!",,,12/4/20 12:02
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"Not really… Patients are required to undergo preoperative COVID-19 testing 72 hours before the procedure, and they are then asked to quarantine during the intervening days between the test and the procedure.  I now ask my patients on the morning of any operation or procedure whether they have been in contact with a COVID-19 patient or if they have had any symptoms over the past few days.  Fortunately, the rate of nosocomial spread seems to be virtually nil, so I try to assure patients that the chances of them actually getting Covid from a brief outpatient visit to the hospital is quite low.",,,12/10/20 15:05
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"I haven't changed my view of elective procedures, I would be interested to hear what Harold Boutte, Jr, MD 's view is. 

I have had several patients interested in Duopa who have suggested delaying the PEG-J to a later date, sometimes for fear about the pandemic, and sometimes for personal reasons. I have counseled these patients that in the past, elective procedures have been cancelled or delayed at NM, so this should be taken into consideration as a potential cause for delays in the future, even when the patient decides they are ready.",,,12/2/20 10:22
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"Not much has changed as patients can get COVID testing prior to surgery. I have asked patients to be patient in the process as the guidelines are ever changing with elective procedures. There are those that we recommend get surgery done sooner based on their medical condition, however others we have been guiding them to think about after the vaccinations are more readily available if they are nervous about the pandemic.",,,12/9/20 10:33
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Treatment Teams,N,5,How are you viewing elective procedures now as compared to pre-pandemic? Have you changed the way you talk to patients about elective procedures?,,,"There are patients who prefer not to have the procedure done at this time because of the pandemic. I think that is reasonable. Of course we tell them that Rush has all kinds of safety measures in place, including COVID testing. From a provider perspective I have not changed how I discuss these procedures",,,12/7/20 8:35
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Given my background in internal medicine and specifically GI, I feel comfortable fielding the questions regarding movement disorders and their effect on GI motility as well as describing medication absorption through the jejunum as well from a drug kinetic perspective.

What would be VERY helpful is an overview of the pump itself and the programming so I can be more knowledgeable about how the run times, boluses and alarms to help with trouble shooting. These questions are invariably deferred to Carolyn Taylor and Avram Fraint, however I still  receive these questions from patients regardless.","Caitlin Houghton Sanjiv Parikh Sandeep Thakkar Richard A Pierce Harold Boutte, Jr These are great insights, thank you Dr. Houghton.  Often times for new surgeons placing the tubing, they don't have as much awareness of the disease / therapy when starting placing the tubing.  In your experience and opinion, would it be helpful for proceduralists to have more education of the disease / therapy from the beginning to assist in those conversations with the patient?  I certainly know the neurologists are having these conversations, but it seems patients ask each physician about the therapy etc.",Douglas Varian,12/10/20 7:45
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Thanks to both Avram and Carolyn, when they see me they are more than well informed regarding Duopa, and typically have specific questions about the tube itself (i.e. How it's placed, recovery time, day-to-day care, need for replacement, etc.). These are very common question that I field when placing tubes in general so as a provider it keeps me within my sphere of expertise without having to over extend myself by answering questions I'm not comfortable with.","Caitlin Houghton Sanjiv Parikh Richard A Pierce Harold Boutte, Jr - Do patients ask you specific questions geared towards Duopa &amp; Parkinson's disease?",Brad Durbin,12/10/20 7:49
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"I was trained by Dr. Adam Stein, who previously placed the majority of Duopa tubes here at NMH and I took over as the lead for placing these tubes this past year.",,,12/10/20 8:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"I treat patients with Parkinson's disease.  If you do that, you should be proficient in the therapies for PD.  Duopa is a therapy for PD, so I am involved.",,,12/3/20 6:38
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Brad Durbin,Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Caitlin Houghton, MD Sanjiv Parikh, MD, DRM Richard A Pierce, MD, PhD Harold Boutte, Jr, MD - Do patients ask you specific questions geared towards Duopa &amp; Parkinson's disease?",Dr. Thakkar approached me to see if I would help with tube placement in 2017 and we have been working together ever since.,"Caitlin Houghton, MD",12/8/20 10:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"During my fellowship training at Rush I focused and was trained on DBS. At Rush, similar to my current position at Northwestern, the DBS team was also responsible for all infusion based therapies, and so this was included as part of my training as well. When I arrived at Northwestern I soon took over the advanced therapeutics program along with Carolyn Taylor, RN, MSN, AGPCNP-BC which covers essentially all interventional therapies for PD.",,,12/2/20 13:10
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,Dr. Thakkar approached me to see if I would help with tube placement in 2017 and we have been working together ever since.,,,12/3/20 16:34
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"They do, But I always start the consultation by saying that Sandeep Thakkar, D.O. and I work closely together to get them the best treatment possible.  That his role is to decide if they are a good candidate for the medication administered by this route and my role is to make sure the tube is placed safely.  This tends to defer most of the Parkinson's related questions back to his office.  They tend to ask if this will help their symptoms and have I seen improvement in patients.  I tend to answer that question by saying yes I do believe it significantly helps patients.  I don't get to see the full effects but I do know that very few patients take the tube out electively and patients who have an issue with the tube and need replacement are eager to get back to the infusion.","Caitlin Houghton Sanjiv Parikh Richard A Pierce Harold Boutte, Jr - Do patients ask you specific questions geared towards Duopa &amp; Parkinson's disease?",Brad Durbin,12/8/20 10:31
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Usually hesitancy is due to unfamiliarity.  On the proceduralist side, it is important that my nursing staff feel comfortable with the tube and its parts in order to answer patient concerns or to help troubleshoot issues.  I have made sure my nurses know how to replace the parts on the outer tube and know common issues that can occur... tube leaks especially if the tube is over 2 years old...Disconnection of the J-tube from the y connector.  This allows them to feel they have the expertise to be a valuable member.",Anything you would say to a potential treatment team member who might be hesitant about being part of the Duopa team?  Caitlin Houghton Jessica Karl Carolyn Taylor Tom Davis Avram Fraint,Douglas Varian,12/8/20 11:08
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Honestly I probably could use a quick overview of the basics so that I am somewhat knowledgeable.  Maybe that would be a good addition to our next dinner meeting! Sandeep Thakkar, D.O. can give a brief presentation on Parkinson's and the reasons why patients are good candidates and I can give a short presentation on the procedure itself so all team members have a baseline knowledge of both components.","Caitlin Houghton Sanjiv Parikh Sandeep Thakkar Richard A Pierce Harold Boutte, Jr These are great insights, thank you Dr. Houghton.  Often times for new surgeons placing the tubing, they don't have as much awareness of the disease / therapy when starting placing the tubing.  In your experience and opinion, would it be helpful for proceduralists to have more education of the disease / therapy from the beginning to assist in those conversations with the patient?  I certainly know the neurologists are having these conversations, but it seems patients ask each physician about the therapy etc.",Douglas Varian,12/9/20 14:53
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Sandeep Thakkar, D.O. Yes you are always invited!",Caitlin Houghton sounds like that would be great for our next meeting to have a discussion of these points. Maybe i can actually attend the procedure to get a perspective from start to finish.,"Sandeep Thakkar, D.O.",12/10/20 15:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I have been directly involved in the interventional program at Rush University for 7 years. It was only natural to include Duopa as one of the treatment options I would offer to patients with advanced PD.,,,12/3/20 11:55
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,As long as the members of the team have clear roles and there is good communication between teams (neurology and GI) managing Duopa patients is not a burden. We have many patients who have been on this therapy for many years who have been stable. The support from Abbvie is also excellent!,Anything you would say to a potential treatment team member who might be hesitant about being part of the Duopa team?  Caitlin Houghton Jessica Karl Carolyn Taylor Tom Davis Avram Fraint,Douglas Varian,12/4/20 7:32
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I was hired for the surgical intervention team at Rush.,,,12/9/20 12:21
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"I was approached directly by our our Movement disorder physician and I readily agreed as I recognized very quickly that this would help the patient. Moreover, we had participated with our GI team before in the Freka Tube Trial. We did have significant challenges with combined scheduling and moreover, some technical issues leading to the coaxial jejunostomy tube being pulled back and coiled in the stomach, because of the 'Angle of entry' of the percutaneous G tube tract. The patients were coming back for J tube repositioning. But after IR has taken over with both placement of the Pull through G tube and the coaxial tube, we have had no problems. This has also made scheduling very easy.",,,12/4/20 11:52
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,It also helped to see some remarkable results early on in the Freka Tube Trial.,,,12/4/20 11:55
